9bd01201         U101201 CAN通讯异常 
5100c23b         U023B 与图像处理模块 B 失去通信 
5100c23c         U023C 与图像处理模块 C 失去通信 
5100c23d         U023E 与巡航控制前方距离范围传感器失去通信 
5100c23e         U023E 与巡航控制前方距离范围传感器失去通信 
5100c200         U0200 与车门控制模块 B 失去通信 
5100c201         U0201 与车门控制模块 C 失去通信 
5100c202         U0202 与车门控制模块 D 失去通信 
5100c203         U0203 与车门控制模块 E 失去通信 
5100c204         U0204 与车门控制模块 F 失去通信 
5100c205         U0205 与车门控制模块 G 失去通信 
5100c206         U0206 与折叠车顶控制模块失去通信 
5100c207         U0207 与可移动车顶控制模块失去通信 
5100c208         U0208 与座椅控制模块 A 失去通信 
5100c209         U0209 与座椅控制模块 B 失去通信 
5100c210         U0210 与座椅控制模块 C 失去通信 
5100c211         U0211 与座椅控制模块 D 失去通信 
5100c212         U0212 与转向柱控制模块失去通信 
5100c213         U0213 与后视镜控制模块 A 失去通信 
5100c214         U0214 与遥控功能启动装置失去通信 
5100c215         U0215 与车门开关 A 失去通信 
5100c216         U0216 与车门开关 B 失去通信 
5100c217         U0217 与车门开关 C 失去通信 
5100c218         U0218 与车门开关 D 失去通信 
5100c219         U0219 与车门开关 E 失去通信 
5100c320         U0320 软件与动力转向控制模块不兼容 
5100c321         U0321 软件与悬挂控制模块不相容 
5100c322         U0322 软件与车身控制模块不兼容 
5100c323         U0323 软件与仪表盘控制模块不兼容 
5100c324         U0324 软件与暖通空调控制模块不兼容 
5100c325         U0325 软件与辅助加热器控制模块不兼容 
5100c326         U0326 软件与车辆防盗系统控制模块不兼容 
5100c327         U0327 软件与车辆安全控制模块不兼容 
5100c328         U0328 软件与转向角传感器模块不兼容 
5100c329         U0329 软件与转向柱控制模块不兼容 
5100c330         U0330 软件与胎压监测模块不兼容 
5100c331         U0331 软件与车身控制模块 A 不兼容 
5100c332         U0332 软件与多轴加速传感器模块不兼容 
5100c333         U0333 软件与换挡控制模块 B 不兼容 
5100c334         U0334 软件与无线电不兼容 
5100c335         U0335 软件与混合动力电池组传感器模块不兼容 
5100c336         U0336 软件与乘员保护装置控制模块不兼容 
5100c300         U0300 内部控制模块软件不兼容 
5100c301         U0301 软件与发动机控制模块/动力系统控制模块不兼容 
5100c302         U0302 软件与变速器控制模块不兼容 
5100c303         U0303 软件与分动箱控制模块不兼容 
5100c304         U0304 软件与换挡控制模块 A 不兼容 
5100c305         U0305 软件与巡航控制模块不兼容 
5100c306         U0306 软件与燃油喷油嘴控制模块不兼容 
5100c307         U0307 软件与预热塞控制模块不兼容 
5100c308         U0308 软件与节气门执行器控制模块不兼容 
5100c309         U0309 软件与替代燃油控制模块不兼容 
5100c310         U0310 软件与燃油泵控制模块不兼容 
5100c311         U0311 软件与驱动电机控制模块不兼容 
5100c312         U0312 软件与电池能量控制模块 A 不兼容 
5100c313         U0313 软件与电池能量控制模块 B 不兼容 
5100c314         U0314 软件与四轮驱动离合器控制模块不兼容 
5100c315         U0315 软件与防抱死剎车系统控制模块不兼容 
5100c316         U0316 软件与车辆动态控制模块不兼容 
5100c317         U0317 软件与驻车剎车控制模块不兼容 
5100c318         U0318 软件与制动系统控制模块不兼容 
5100c319         U0319 软件与转向力控制模块不兼容 
5100c060         U0060 车辆通信总线 D (-) 开路 
5100c061         U0061 车辆通信总线 D (-) 低 
5100c062         U0062 车辆通信总线 D (-) 高 
5100c063         U0063 车辆通信总线 D (-) 与总线 D (+) 短路 
5100c064         U0064 车辆通信总线 E 
5100c065         U0065 车辆通信总线 E 性能 
5100c066         U0066 车辆通信总线 E (+) 开路 
5100c067         U0067 车辆通信总线 E (+) 低 
5100c068         U0068 车辆通信总线 E (+) 高 
5100c069         U0069 车辆通信总线 E (-) 开路 
5100c070         U0070 车辆通信总线 E (-) 低 
5100c071         U0071 车辆通信总线 E (-) 高 
5100c072         U0072 车辆通信总线 E (-) 与总线 E (+) 短路 
5100c073         U0073 控制模块通讯总线 'A' 关闭 
5100c074         U0074 控制模块通讯总线 'B' 关闭 
5100c040         U0040 车辆通信总线 B (+) 低 
5100c041         U0041 车辆通信总线 B (+) 高 
5100c042         U0042 车辆通信总线 B (-) 开路 
5100c043         U0043 车辆通信总线 B (-) 低 
5100c044         U0044 车辆通信总线 B (-) 高 
5100c045         U0045 车辆通信总线 B (-) 与总线 B (+) 短路 
5100c046         U0046 车辆通信总线 C 
5100c047         U0047 车辆通信总线 C 性能 
5100c048         U0048 车辆通信总线 C (+) 开路 
5100c049         U0049 车辆通信总线 C (+) 低 
5100c050         U0050 车辆通信总线 C (+) 高 
5100c051         U0051 车辆通信总线 C (-) 开路 
5100c052         U0052 车辆通信总线 C (-) 低 
5100c053         U0053 车辆通信总线 C (-) 高 
5100c054         U0054 车辆通信总线 C (-) 与总线 C (+) 短路 
5100c055         U0055 车辆通信总线 D 
5100c056         U0056 车辆通信总线 D 性能 
5100c057         U0057 车辆通信总线 D (+) 开路 
5100c058         U0058 车辆通信总线 D (+) 低 
5100c059         U0059 车辆通信总线 D (+) 高 
5100c020         U0020 低速 CAN 通信总线性能 
5100c021         U0021 低速 CAN 通信总线 (+) 开路 
5100c022         U0022 低速 CAN 通信总线 (+) 低 
5100c023         U0023 低速 CAN 通信总线 (+) 高 
5100c024         U0024 低速 CAN 通信总线 (-) 开路 
5100c025         U0025 低速 CAN 通信总线 (-) 低 
5100c026         U0026 低速 CAN 通信总线 (-) 高 
5100c027         U0027 低速 CAN 通讯总线 (-) 与总线 (+) 短路 
5100c028         U0028 车辆通信总线 A 
5100c029         U0029 车辆通信总线 A 性能 
5100c030         U0030 车辆通信总线 A (+) 开路 
5100c031         U0031 车辆通信总线 A (+) 低 
5100c032         U0032 车辆通信总线 A (+) 高 
5100c033         U0033 车辆通信总线 A (-) 开路 
5100c034         U0034 车辆通信总线 A (-) 低 
5100c035         U0035 车辆通信总线 A (-) 高 
5100c036         U0036 车辆通讯总线 A (-) 与总线 A (+) 短路 
5100c037         U0037 车辆通信总线 B 
5100c038         U0038 车辆通信总线 B 性能 
5100c039         U0039 车辆通信总线 B (+) 开路 
5100c001         U0001 高速 CAN 通信总线 
5100c002         U0002 高速 CAN 通信总线性能 
5100c003         U0003 高速 CAN 通信总线 (+) 开路 
5100c004         U0004 高速 CAN 通讯总线 (+) 低 
5100c005         U0005 高速 CAN 通信总线 (+) 高 
5100c006         U0006 高速 CAN 通信总线 (-) 开路 
5100c007         U0007 高速 CAN 通信总线 (-) 低 
5100c008         U0008 高速 CAN 通信总线 (-) 电压高 
5100c009         U0009 高速 CAN 通信总线 (-) 与总线 (+) 短路 
5100c010         U0010 中速 CAN 通信总线 
5100c011         U0011 中速 CAN 通信总线性能 
5100c012         U0012 中速 CAN 通信总线 (+) 开路 
5100c013         U0013 中速 CAN 通信总线 (+) 低 
5100c014         U0014 中速 CAN 通信总线 (+) 高 
5100c015         U0015 中速 CAN 通信总线 (-) 开路 
5100c016         U0016 中速 CAN 通信总线 (-) 低 
5100c017         U0017 中速 CAN 通信总线 (-) 高 
5100c018         U0018 中速 CAN 通信总线 (-) 与总线 (+) 短路 
5100c019         U0019 低速 CAN 通信总线 
5100c180         U0180 与自动照明控制模块失去通信 
5100c181         U0181 与大灯水平控制模块失去通信 
5100c182         U0182 与前部照明控制模块失去通信 
5100c183         U0183 与后部照明控制模块 A 失去通信 
5100c184         U0184 与无线电失去通信 
5100c185         U0185 与天线控制模块失去通信 
5100c186         U0186 与音频放大器失去通信 
5100c187         U0187 与数字光盘播放器/换片机模块 A 失去通信 
5100c188         U0188 与数字光盘播放器/换片机模块 B 失去通信 
5100c189         U0189 与数字光盘播放器/换片机模块 C 失去通信 
5100c190         U0190 与数字光盘播放器/换片机模块 D 失去通信 
5100c191         U0191 与电视机失去通信 
5100c192         U0192 与个人计算机失去通信 
5100c193         U0193 与数字音频控制模块 A 失去通信 
5100c194         U0194 与数字音频控制模块 B 失去通信 
5100c195         U0195 与付费娱乐接收器模块失去通信 
5100c196         U0196 与后部娱乐控制模块 A 失去通信 
5100c197         U0197 与电话控制模块失去通信 
5100c198         U0198 与车载资通讯控制模块失去通信 
5100c199         U0199 与车门控制模块 A 失去通信 
5100c160         U0160 与声音警告控制模块失去通信 
5100c161         U0161 与罗盘模块失去通信 
5100c162         U0162 与导航显示模块失去通信 
5100c163         U0163 与导航控制模块失去通信 
5100c164         U0164 与暖通空调控制模块失去通信 
5100c165         U0165 与后部暖通空调控制模块失去通信 
5100c166         U0166 与辅助加热器控制模块失去通信 
5100c167         U0167 与车辆防盗控制模块失去通信 
5100c168         U0168 与车辆安全控制模块失去通信 
5100c169         U0169 与天窗控制模块失去通信 
5100c16a         U016A 与全球定位系统模块失去通信 
5100c170         U0170 与乘员保护系统传感器 A 失去通信 
5100c171         U0171 与乘员保护系统传感器 B 失去通信 
5100c172         U0172 与乘员保护系统传感器 C 失去通信 
5100c173         U0173 与乘员保护系统传感器 D 失去通信 
5100c174         U0174 与乘员保护系统传感器 E 失去通信 
5100c175         U0175 与乘员保护系统传感器 F 失去通信 
5100c176         U0176 与乘员保护系统传感器 G 失去通信 
5100c177         U0177 与乘员保护系统传感器 H 失去通信 
5100c178         U0178 与乘员保护系统传感器 I 失去通信 
5100c179         U0179 与乘员保护系统传感器 J 失去通信 
5100c17a         U017A 与乘员保护系统传感器 K 失去通信 
5100c17b         U017B 与乘员保护系统传感器 L 失去通信 
5100c17c         U017C 与乘员保护系统传感器 M 失去通信 
5100c17d         U017D 与乘员保护系统传感器 N 失去通信 
5100c17e         U017E 与座椅安全带预紧器模块 'A' 失去通信 
5100c17f         U017F 与座椅安全带预紧器模块 'B' 失去通信 
5100c140         U0140 与车身控制模块失去通信 
5100c141         U0141 与车身控制模块 A 失去通信 
5100c142         U0142 与车身控制模块 B 失去通信 
